gameid,date,repair_mode,suspicious_rows,home_teamid,away_teamid,shared_possessions_formula
5378,2025-02-26,drop_both_sides_corrupted,2,5,174,
5359,2025-02-26,repair_from_clean_side_and_actual_score,1,157,235,48.85
5369,2025-02-26,repair_from_clean_side_and_actual_score,1,167,208,51.275
5400,2025-02-27,repair_from_clean_side_and_actual_score,1,94,239,63.175
5397,2025-02-27,repair_from_clean_side_and_actual_score,1,293,336,69.3
5433,2025-02-27,repair_from_clean_side_and_actual_score,1,11,331,61.125
5401,2025-02-27,repair_from_clean_side_and_actual_score,1,312,132,69.125
5399,2025-02-27,repair_from_clean_side_and_actual_score,1,109,268,56.8
5396,2025-02-27,repair_from_clean_side_and_actual_score,1,16,220,56.5
5422,2025-02-27,repair_from_clean_side_and_actual_score,1,151,96,53.375
5453,2025-02-28,repair_from_clean_side_and_actual_score,1,190,154,65.8
5459,2025-02-28,repair_from_clean_side_and_actual_score,1,178,81,59.975
5398,2025-02-28,repair_from_clean_side_and_actual_score,1,147,354,53.9
5544,2025-03-01,repair_from_clean_side_and_actual_score,1,233,94,63.75
5575,2025-03-01,repair_from_clean_side_and_actual_score,1,287,312,69.6
5615,2025-03-01,repair_from_clean_side_and_actual_score,1,294,246,54.8
5553,2025-03-01,repair_from_clean_side_and_actual_score,1,154,31,61.55
5524,2025-03-01,repair_from_clean_side_and_actual_score,1,200,168,62.425
5529,2025-03-01,repair_from_clean_side_and_actual_score,1,292,5,67.075
5510,2025-03-01,repair_from_clean_side_and_actual_score,1,236,313,58.175
5500,2025-03-01,repair_from_clean_side_and_actual_score,1,42,155,63.65
5624,2025-03-01,repair_from_clean_side_and_actual_score,1,285,81,59.325
5580,2025-03-01,repair_from_clean_side_and_actual_score,1,57,329,49.225
5554,2025-03-01,repair_from_clean_side_and_actual_score,1,186,306,43.85
5589,2025-03-01,repair_from_clean_side_and_actual_score,1,332,276,54.225
5576,2025-03-01,repair_from_clean_side_and_actual_score,1,252,151,46.8
5543,2025-03-01,repair_from_clean_side_and_actual_score,1,268,147,54.85
5608,2025-03-01,repair_from_clean_side_and_actual_score,1,35,36,54.225
5584,2025-03-01,repair_from_clean_side_and_actual_score,1,6,4,44.8
5537,2025-03-01,repair_from_clean_side_and_actual_score,1,266,12,47.75
5590,2025-03-01,repair_from_clean_side_and_actual_score,1,320,256,61.875
5639,2025-03-02,repair_from_clean_side_and_actual_score,1,87,293,66.75
5640,2025-03-02,drop_both_sides_corrupted,2,125,11,
5651,2025-03-02,repair_from_clean_side_and_actual_score,1,259,102,53.85
5659,2025-03-02,drop_both_sides_corrupted,2,42,123,
5519,2025-03-02,repair_from_clean_side_and_actual_score,1,175,14,49.125
5634,2025-03-02,repair_from_clean_side_and_actual_score,1,20,218,69.975
5644,2025-03-02,repair_from_clean_side_and_actual_score,1,18,347,45.425
5673,2025-03-02,repair_from_clean_side_and_actual_score,1,328,241,51.75
5631,2025-03-02,repair_from_clean_side_and_actual_score,1,321,66,51.375
5670,2025-03-02,repair_from_clean_side_and_actual_score,1,170,118,59.8
5666,2025-03-02,drop_both_sides_corrupted,2,250,83,
5654,2025-03-02,repair_from_clean_side_and_actual_score,1,122,273,55.75
5663,2025-03-02,drop_both_sides_corrupted,2,60,234,
5632,2025-03-02,drop_both_sides_corrupted,2,225,261,
5646,2025-03-02,drop_both_sides_corrupted,2,310,37,
5686,2025-03-04,repair_from_clean_side_and_actual_score,1,294,193,47.175
5700,2025-03-04,repair_from_clean_side_and_actual_score,1,154,318,65.85
5681,2025-03-04,drop_both_sides_corrupted,2,282,162,
5701,2025-03-04,drop_both_sides_corrupted,2,31,190,
5697,2025-03-05,repair_from_clean_side_and_actual_score,1,293,16,60.175
5732,2025-03-05,repair_from_clean_side_and_actual_score,1,11,10,71.35
5721,2025-03-05,repair_from_clean_side_and_actual_score,1,125,18,82.875
5703,2025-03-05,repair_from_clean_side_and_actual_score,1,236,245,46.275
5718,2025-03-05,repair_from_clean_side_and_actual_score,1,287,20,55.7
5726,2025-03-05,drop_both_sides_corrupted,2,57,260,
208524,2025-03-05,drop_both_sides_corrupted,2,214,105,
5710,2025-03-05,repair_from_clean_side_and_actual_score,1,263,61,49.85
208523,2025-03-05,repair_from_clean_side_and_actual_score,1,210,69,53.7
5725,2025-03-05,repair_from_clean_side_and_actual_score,1,101,168,48.85
5698,2025-03-05,drop_both_sides_corrupted,2,135,136,
5728,2025-03-05,repair_from_clean_side_and_actual_score,1,2,25,51.025
208531,2025-03-06,repair_from_clean_side_and_actual_score,1,94,268,61.75
5737,2025-03-06,repair_from_clean_side_and_actual_score,1,312,218,74.175
5750,2025-03-06,repair_from_clean_side_and_actual_score,1,220,292,63.225
5754,2025-03-06,repair_from_clean_side_and_actual_score,1,323,343,52.85
208665,2025-03-07,repair_from_clean_side_and_actual_score,1,109,94,56.875
5764,2025-03-07,repair_from_clean_side_and_actual_score,1,243,42,50.8
5756,2025-03-07,repair_from_clean_side_and_actual_score,1,175,7,64.075
5780,2025-03-07,repair_from_clean_side_and_actual_score,1,307,308,54.125
5784,2025-03-07,repair_from_clean_side_and_actual_score,1,35,37,61.65
5767,2025-03-07,repair_from_clean_side_and_actual_score,1,114,196,69.875
5788,2025-03-07,repair_from_clean_side_and_actual_score,1,167,19,55.9
208549,2025-03-07,drop_both_sides_corrupted,2,110,198,
5766,2025-03-07,drop_both_sides_corrupted,2,267,199,
208582,2025-03-07,repair_from_clean_side_and_actual_score,1,315,335,49.9
5836,2025-03-08,repair_from_clean_side_and_actual_score,1,136,293,63.5
5853,2025-03-08,drop_both_sides_corrupted,2,200,72,
208558,2025-03-08,repair_from_clean_side_and_actual_score,1,71,81,50.275
5812,2025-03-08,repair_from_clean_side_and_actual_score,1,132,125,64.45
5843,2025-03-08,repair_from_clean_side_and_actual_score,1,347,312,70.75
208658,2025-03-08,repair_from_clean_side_and_actual_score,1,154,318,63.225
5814,2025-03-08,repair_from_clean_side_and_actual_score,1,292,266,65.45
5794,2025-03-08,repair_from_clean_side_and_actual_score,1,118,236,71.875
5823,2025-03-08,repair_from_clean_side_and_actual_score,1,254,42,67.35
5801,2025-03-08,repair_from_clean_side_and_actual_score,1,175,126,68.875
5835,2025-03-08,repair_from_clean_side_and_actual_score,1,131,11,65.65
5852,2025-03-08,drop_both_sides_corrupted,2,229,26,
208676,2025-03-08,repair_from_clean_side_and_actual_score,1,153,258,59.6
5810,2025-03-08,repair_from_clean_side_and_actual_score,1,161,151,49.125
5819,2025-03-08,repair_from_clean_side_and_actual_score,1,234,227,57.225
5830,2025-03-08,drop_both_sides_corrupted,2,350,142,
208587,2025-03-09,repair_from_clean_side_and_actual_score,1,294,112,62.225
5863,2025-03-09,repair_from_clean_side_and_actual_score,1,20,113,57.55
208712,2025-03-09,drop_both_sides_corrupted,2,356,334,
5802,2025-03-09,drop_both_sides_corrupted,2,313,323,
208690,2025-03-09,drop_both_sides_corrupted,2,221,269,
208768,2025-03-10,repair_from_clean_side_and_actual_score,1,211,294,60.5
208599,2025-03-10,repair_from_clean_side_and_actual_score,1,116,180,50.75
208728,2025-03-11,repair_from_clean_side_and_actual_score,1,337,154,65.65
208774,2025-03-11,repair_from_clean_side_and_actual_score,1,102,259,76.65
208791,2025-03-12,repair_from_clean_side_and_actual_score,1,125,51,60.225
208736,2025-03-12,repair_from_clean_side_and_actual_score,1,331,312,69.925
208787,2025-03-12,repair_from_clean_side_and_actual_score,1,253,102,63.125
208798,2025-03-12,repair_from_clean_side_and_actual_score,1,20,132,60.175
208747,2025-03-12,drop_both_sides_corrupted,2,174,136,
208788,2025-03-12,repair_from_clean_side_and_actual_score,1,207,180,48.75
208990,2025-03-13,repair_from_clean_side_and_actual_score,1,293,295,83.725
208980,2025-03-13,repair_from_clean_side_and_actual_score,1,72,101,66.8
208982,2025-03-13,repair_from_clean_side_and_actual_score,1,18,125,67.975
208804,2025-03-13,repair_from_clean_side_and_actual_score,1,131,312,85.925
208987,2025-03-13,repair_from_clean_side_and_actual_score,1,342,200,71.5
208993,2025-03-13,repair_from_clean_side_and_actual_score,1,298,20,61.6
208752,2025-03-13,drop_both_sides_corrupted,2,104,324,
208699,2025-03-13,drop_both_sides_corrupted,2,3,28,
209024,2025-03-14,repair_from_clean_side_and_actual_score,1,72,200,97.825
209017,2025-03-14,repair_from_clean_side_and_actual_score,1,292,295,62.975
208998,2025-03-14,repair_from_clean_side_and_actual_score,1,236,323,62.65
209004,2025-03-14,repair_from_clean_side_and_actual_score,1,11,131,70.175
208807,2025-03-15,repair_from_clean_side_and_actual_score,1,31,154,60.7
209123,2025-03-15,repair_from_clean_side_and_actual_score,1,16,292,62.45
209033,2025-03-15,repair_from_clean_side_and_actual_score,1,170,236,58.025
209039,2025-03-15,repair_from_clean_side_and_actual_score,1,298,11,68.25
209132,2025-03-15,repair_from_clean_side_and_actual_score,1,113,11,65.7
209133,2025-03-15,repair_from_clean_side_and_actual_score,1,57,25,46.65
209038,2025-03-15,repair_from_clean_side_and_actual_score,1,5,135,65.825
209128,2025-03-15,drop_both_sides_corrupted,2,87,5,
209137,2025-03-16,repair_from_clean_side_and_actual_score,1,72,150,63.75
209172,2025-03-16,repair_from_clean_side_and_actual_score,1,87,292,67.3
209491,2025-03-19,repair_from_clean_side_and_actual_score,1,257,200,73.925
209572,2025-03-19,repair_from_clean_side_and_actual_score,1,261,309,53.425
209569,2025-03-19,drop_both_sides_corrupted,2,13,252,
209575,2025-03-19,repair_from_clean_side_and_actual_score,1,95,256,61.125
209506,2025-03-20,repair_from_clean_side_and_actual_score,1,293,360,71.65
209498,2025-03-20,repair_from_clean_side_and_actual_score,1,292,356,55.275
209500,2025-03-20,repair_from_clean_side_and_actual_score,1,236,109,60.225
209502,2025-03-20,drop_both_sides_corrupted,2,102,98,
209588,2025-03-20,repair_from_clean_side_and_actual_score,1,16,6,57.6
209516,2025-03-21,repair_from_clean_side_and_actual_score,1,11,3,56.75
209521,2025-03-21,drop_both_sides_corrupted,2,125,143,
209589,2025-03-21,repair_from_clean_side_and_actual_score,1,220,200,69.925
209518,2025-03-21,repair_from_clean_side_and_actual_score,1,174,20,65.175
209509,2025-03-21,repair_from_clean_side_and_actual_score,1,160,104,47.75
209512,2025-03-21,repair_from_clean_side_and_actual_score,1,87,196,49.85
209494,2025-03-21,repair_from_clean_side_and_actual_score,1,279,221,46.225
209628,2025-03-22,repair_from_clean_side_and_actual_score,1,293,170,75.1
209626,2025-03-22,repair_from_clean_side_and_actual_score,1,236,162,54.7
209517,2025-03-22,drop_both_sides_corrupted,2,223,142,
209653,2025-03-23,repair_from_clean_side_and_actual_score,1,72,20,64.625
209633,2025-03-23,repair_from_clean_side_and_actual_score,1,292,313,56.7
209632,2025-03-23,repair_from_clean_side_and_actual_score,1,113,102,65.5
209585,2025-03-23,repair_from_clean_side_and_actual_score,1,15,81,69.4
209666,2025-03-24,repair_from_clean_side_and_actual_score,1,11,223,76.45
209696,2025-03-27,repair_from_clean_side_and_actual_score,1,5,18,67.6
209698,2025-03-28,drop_both_sides_corrupted,2,72,11,
209703,2025-03-28,repair_from_clean_side_and_actual_score,1,292,135,58.225
209670,2025-03-29,repair_from_clean_side_and_actual_score,1,113,236,57.225
209727,2025-03-30,repair_from_clean_side_and_actual_score,1,113,292,51.95
209675,2025-03-31,repair_from_clean_side_and_actual_score,1,25,96,59.125
209707,2025-04-01,repair_from_clean_side_and_actual_score,1,224,312,69.025
209706,2025-04-01,repair_from_clean_side_and_actual_score,1,51,65,56.175
209709,2025-04-02,repair_from_clean_side_and_actual_score,1,323,303,60.075
209708,2025-04-02,drop_both_sides_corrupted,2,56,338,
209739,2025-04-03,repair_from_clean_side_and_actual_score,1,51,312,74.65
209747,2025-04-05,repair_from_clean_side_and_actual_score,1,338,312,79.575
209749,2025-04-06,repair_from_clean_side_and_actual_score,1,312,188,69.075
