awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,repair_action,repair_confidence,repair_reason,majority_sign_sum,provider_count,homeTeam,awayTeam,homeTeamId,awayTeamId,neutralSite,startDate,confidence,reason_flag,rating_edge
Big East,90.0,DePaul,65,26392,Big East,95.0,Providence,235,2021,regular,2020-12-27T21:30:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.5,143.5,-295.0,236.0,,,2020-12-27T21:30:00.000Z,Providence,DePaul,235,65,-1.0,keep,none,,-3.0,3.0,Providence,DePaul,235,65,False,2020-12-27T21:30:00.000Z,low,extreme_rating_context_conflict,-20.2962
OVC,0.0,Eastern Illinois,77,27105,OVC,0.0,SIU Edwardsville,247,2021,regular,2021-01-13T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-6158f552.parquet,2026-01-30,consensus,7.5,141.5,270.0,-346.0,,,2021-01-13T00:00:00.000Z,SIU Edwardsville,Eastern Illinois,247,77,1.0,keep,none,,2.0,2.0,SIU Edwardsville,Eastern Illinois,247,77,False,2021-01-13T00:00:00.000Z,low,extreme_rating_context_conflict,12.313600000000001
SWAC,0.0,Alabama A&M,4,25420,Big Ten,0.0,Ohio State,216,2021,regular,2020-12-06T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,numberfire,-29.5,134.5,-100000.0,3000.0,,,2020-12-06T00:00:00.000Z,Ohio State,Alabama A&M,216,4,-1.0,keep,none,,-2.0,2.0,Ohio State,Alabama A&M,216,4,False,2020-12-06T00:00:00.000Z,low,extreme_rating_context_conflict,-16.7654
MEAC,65.0,Morgan State,182,26222,CAA,59.0,Delaware,66,2021,regular,2020-12-22T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,numberfire,-6.5,143.5,-295.0,240.0,,,2020-12-22T00:00:00.000Z,Delaware,Morgan State,66,182,-1.0,keep,none,,-1.0,1.0,Delaware,Morgan State,66,182,False,2020-12-22T00:00:00.000Z,low,extreme_rating_context_conflict,-13.0855
MAC,0.0,Buffalo,33,26321,A-10,0.0,St. Bonaventure,277,2021,regular,2020-12-22T21:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,numberfire,-6.5,152.5,-295.0,240.0,,,2020-12-22T21:00:00.000Z,St. Bonaventure,Buffalo,277,33,-1.0,keep,none,,-2.0,2.0,St. Bonaventure,Buffalo,277,33,False,2020-12-22T21:00:00.000Z,low,extreme_rating_context_conflict,-14.335
MAC,0.0,Western Michigan,351,25268,ACC,0.0,Notre Dame,213,2021,regular,2020-12-03T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,teamrankings,-15.5,138.0,,,,,2020-12-03T00:00:00.000Z,Notre Dame,Western Michigan,213,351,-1.0,keep,none,,-1.0,1.0,Notre Dame,Western Michigan,213,351,False,2020-12-03T00:00:00.000Z,low,extreme_rating_context_conflict,-13.305900000000001
MEAC,0.0,Morgan State,182,26498,CAA,0.0,Towson,301,2021,regular,2020-12-30T23:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-6158f552.parquet,2026-01-30,teamrankings,-6.5,139.5,-295.0,240.0,,,2020-12-30T23:00:00.000Z,Towson,Morgan State,301,182,-1.0,keep,none,,-1.0,1.0,Towson,Morgan State,301,182,False,2020-12-30T23:00:00.000Z,low,extreme_rating_context_conflict,-23.563200000000002
Horizon,40.0,IU Indianapolis,115,18610,MVC,60.0,Evansville,82,2022,regular,2021-11-12T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-11.0,130.5,-654.0,459.0,,,2021-11-12T00:00:00.000Z,Evansville,IU Indianapolis,82,115,-1.0,keep,none,,-2.0,2.0,Evansville,IU Indianapolis,82,115,False,2021-11-12T00:00:00.000Z,low,extreme_rating_context_conflict,-14.6953
CUSA,46.0,Rice,241,18633,American,79.0,Houston,113,2022,regular,2021-11-13T01:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-13.5,140.5,-899.0,586.0,,,2021-11-13T01:00:00.000Z,Houston,Rice,113,241,-1.0,keep,none,,-2.0,2.0,Houston,Rice,113,241,False,2021-11-13T01:00:00.000Z,low,extreme_rating_context_conflict,-12.116200000000001
MVC,43.0,Evansville,82,18760,OVC,81.0,Belmont,22,2022,regular,2021-11-13T22:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-14.5,138.5,-1023.0,649.0,,,2021-11-13T22:00:00.000Z,Belmont,Evansville,22,82,-1.0,keep,none,,-2.0,2.0,Belmont,Evansville,22,82,False,2021-11-13T22:00:00.000Z,low,extreme_rating_context_conflict,-17.713
Big Sky,77.0,Montana,179,18877,Summit,79.0,North Dakota,201,2022,regular,2021-11-16T01:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,7.0,139.5,237.0,-299.0,,,2021-11-16T01:00:00.000Z,North Dakota,Montana,201,179,1.0,keep,none,,2.0,2.0,North Dakota,Montana,201,179,False,2021-11-16T01:00:00.000Z,low,extreme_rating_context_conflict,29.5394
SWAC,65.0,Texas Southern,296,18882,Pac-12,72.0,Washington,343,2022,regular,2021-11-16T02:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-8.5,145.5,-431.0,326.0,,,2021-11-16T02:00:00.000Z,Washington,Texas Southern,343,296,-1.0,keep,none,,-2.0,2.0,Washington,Texas Southern,343,296,False,2021-11-16T02:00:00.000Z,low,extreme_rating_context_conflict,-25.9251
MEAC,81.0,Howard,114,18897,Big East,100.0,Villanova,338,2022,regular,2021-11-16T23:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-29.5,142.0,-3504.0,1445.0,,,2021-11-16T23:30:00.000Z,Villanova,Howard,338,114,-1.0,keep,none,,-2.0,2.0,Villanova,Howard,338,114,False,2021-11-16T23:30:00.000Z,low,extreme_rating_context_conflict,-19.342899999999997
Patriot,68.0,Colgate,55,18914,Ivy,78.0,Cornell,60,2022,regular,2021-11-17T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,11.5,148.5,397.0,-550.0,,,2021-11-17T00:00:00.000Z,Cornell,Colgate,60,55,1.0,keep,none,,2.0,2.0,Cornell,Colgate,60,55,False,2021-11-17T00:00:00.000Z,low,extreme_rating_context_conflict,18.5384
Sun Belt,78.0,Georgia State,100,18931,A-10,94.0,Richmond,242,2022,regular,2021-11-17T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-7.5,149.5,-317.0,249.0,,,2021-11-17T00:00:00.000Z,Richmond,Georgia State,242,100,-1.0,keep,none,,-2.0,2.0,Richmond,Georgia State,242,100,False,2021-11-17T00:00:00.000Z,low,extreme_rating_context_conflict,-30.6383
CAA,74.0,Hofstra,110,18938,MAAC,82.0,Iona,123,2022,regular,2021-11-17T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-6.5,146.5,-261.0,209.0,,,2021-11-17T00:00:00.000Z,Iona,Hofstra,123,110,-1.0,keep,none,,-2.0,2.0,Iona,Hofstra,123,110,False,2021-11-17T00:00:00.000Z,low,extreme_rating_context_conflict,-24.6131
Patriot,57.0,American University,8,18957,Big East,79.0,Georgetown,97,2022,regular,2021-11-17T01:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-13.5,139.5,-1086.0,679.0,,,2021-11-17T01:30:00.000Z,Georgetown,American University,97,8,-1.0,keep,none,,-2.0,2.0,Georgetown,American University,97,8,False,2021-11-17T01:30:00.000Z,low,extreme_rating_context_conflict,-21.5652
Summit,64.0,Denver,68,18958,CUSA,78.0,UTSA,328,2022,regular,2021-11-17T01:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-8.5,137.5,-477.0,354.0,,,2021-11-17T01:30:00.000Z,UTSA,Denver,328,68,-1.0,keep,none,,-2.0,2.0,UTSA,Denver,328,68,False,2021-11-17T01:30:00.000Z,low,extreme_rating_context_conflict,-56.3773
A-10,71.0,George Mason,95,18973,Big Ten,66.0,Maryland,160,2022,regular,2021-11-18T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-9.5,141.5,-552.0,402.0,,,2021-11-18T00:00:00.000Z,Maryland,George Mason,160,95,-1.0,keep,none,,-2.0,2.0,Maryland,George Mason,160,95,False,2021-11-18T00:00:00.000Z,low,extreme_rating_context_conflict,-19.6818
Horizon,57.0,IU Indianapolis,115,18978,CUSA,60.0,UTSA,328,2022,regular,2021-11-17T22:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-9.5,132.5,-518.0,380.0,,,2021-11-17T22:30:00.000Z,UTSA,IU Indianapolis,328,115,-1.0,keep,none,,-2.0,2.0,UTSA,IU Indianapolis,328,115,False,2021-11-17T22:30:00.000Z,low,extreme_rating_context_conflict,-28.2458
Sun Belt,63.0,Little Rock,144,19010,WCC,82.0,Loyola Marymount,153,2022,regular,2021-11-18T03:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-13.0,135.0,-955.0,596.0,,,2021-11-18T03:00:00.000Z,Loyola Marymount,Little Rock,153,144,-1.0,keep,none,,-2.0,2.0,Loyola Marymount,Little Rock,153,144,False,2021-11-18T03:00:00.000Z,low,extreme_rating_context_conflict,-13.133299999999998
Big South,67.0,Campbell,41,19033,CUSA,65.0,Marshall,158,2022,regular,2021-11-19T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-8.0,147.5,-329.0,254.0,,,2021-11-19T00:00:00.000Z,Marshall,Campbell,158,41,-1.0,keep,none,,-2.0,2.0,Marshall,Campbell,158,41,False,2021-11-19T00:00:00.000Z,low,extreme_rating_context_conflict,-41.3433
MAC,73.0,Eastern Michigan,79,19042,Horizon,74.0,Northern Kentucky,210,2022,regular,2021-11-19T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-8.0,139.5,-446.0,335.0,,,2021-11-19T00:00:00.000Z,Northern Kentucky,Eastern Michigan,210,79,-1.0,keep,none,,-2.0,2.0,Northern Kentucky,Eastern Michigan,210,79,False,2021-11-19T00:00:00.000Z,low,extreme_rating_context_conflict,-27.769399999999997
MEAC,90.0,Norfolk State,196,19091,MAC,84.0,Bowling Green,28,2022,regular,2021-11-19T22:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-7.5,146.5,-354.0,274.0,,,2021-11-19T22:30:00.000Z,Bowling Green,Norfolk State,28,196,-1.0,keep,none,,-2.0,2.0,Bowling Green,Norfolk State,28,196,False,2021-11-19T22:30:00.000Z,low,extreme_rating_context_conflict,-22.8885
CUSA,74.0,Middle Tennessee,171,19115,WAC,87.0,Stephen F. Austin,282,2022,regular,2021-11-20T00:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-10.5,138.0,-532.0,388.0,,,2021-11-20T00:30:00.000Z,Stephen F. Austin,Middle Tennessee,282,171,-1.0,keep,none,,-2.0,2.0,Stephen F. Austin,Middle Tennessee,282,171,False,2021-11-20T00:30:00.000Z,low,extreme_rating_context_conflict,-25.7182
OVC,67.0,UT Martin,325,19151,Sun Belt,80.0,Troy,302,2022,regular,2021-11-20T20:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-8.0,139.5,-435.0,326.0,,,2021-11-20T20:00:00.000Z,Troy,UT Martin,302,325,1.0,flip_sign,high,strong_moneyline_conflict|corroborating_non_consensus_opposite_sign,-1.0,1.0,Troy,UT Martin,302,325,True,2021-11-20T20:00:00.000Z,low,extreme_rating_context_conflict,-12.058800000000002
Summit,47.0,Omaha,221,19195,Big Sky,68.0,Montana,179,2022,regular,2021-11-21T02:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-12.5,139.5,-798.0,543.0,,,2021-11-21T02:00:00.000Z,Montana,Omaha,179,221,-1.0,keep,none,,-2.0,2.0,Montana,Omaha,179,221,False,2021-11-21T02:00:00.000Z,low,extreme_rating_context_conflict,-27.462899999999998
Southland,77.0,Texas A&M-Corpus Christi,294,19223,CUSA,58.0,UTSA,328,2022,regular,2021-11-21T21:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-7.5,141.5,-343.0,266.0,,,2021-11-21T21:00:00.000Z,UTSA,Texas A&M-Corpus Christi,328,294,-1.0,keep,none,,-1.0,1.0,UTSA,Texas A&M-Corpus Christi,328,294,False,2021-11-21T21:00:00.000Z,low,extreme_rating_context_conflict,-15.947099999999999
Sun Belt,52.0,Georgia Southern,99,19232,SoCon,70.0,Wofford,356,2022,regular,2021-11-21T22:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-7.0,130.5,-301.0,238.0,,,2021-11-21T22:00:00.000Z,Wofford,Georgia Southern,356,99,-1.0,keep,none,,-2.0,2.0,Wofford,Georgia Southern,356,99,False,2021-11-21T22:00:00.000Z,low,extreme_rating_context_conflict,-12.299899999999997
WAC,80.0,New Mexico State,192,19246,MVC,66.0,Indiana State,122,2022,regular,2021-11-22T01:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,9.0,140.5,311.0,-411.0,,,2021-11-22T01:30:00.000Z,Indiana State,New Mexico State,122,192,-1.0,flip_sign,high,strong_moneyline_conflict|corroborating_non_consensus_opposite_sign,2.0,2.0,Indiana State,New Mexico State,122,192,True,2021-11-22T01:30:00.000Z,low,extreme_rating_context_conflict,31.6866
Ivy,74.0,Cornell,60,19273,Big Ten,85.0,Penn State,226,2022,regular,2021-11-22T23:30:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-15.5,139.5,-1476.0,806.0,,,2021-11-22T23:30:00.000Z,Penn State,Cornell,226,60,-1.0,keep,none,,-2.0,2.0,Penn State,Cornell,226,60,False,2021-11-22T23:30:00.000Z,low,extreme_rating_context_conflict,-18.274
Summit,69.0,Western Illinois,349,19277,Horizon,67.0,Northern Kentucky,210,2022,regular,2021-11-23T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-6.5,146.5,-280.0,224.0,,,2021-11-23T00:00:00.000Z,Northern Kentucky,Western Illinois,210,349,-1.0,keep,none,,-2.0,2.0,Northern Kentucky,Western Illinois,210,349,False,2021-11-23T00:00:00.000Z,low,extreme_rating_context_conflict,-17.8819
Ivy,72.0,Columbia,58,19356,Patriot,79.0,Lehigh,141,2022,regular,2021-11-24T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-7.5,139.5,-361.0,281.0,,,2021-11-24T00:00:00.000Z,Lehigh,Columbia,141,58,-1.0,keep,none,,-2.0,2.0,Lehigh,Columbia,141,58,False,2021-11-24T00:00:00.000Z,low,extreme_rating_context_conflict,-14.258200000000002
SoCon,59.0,Western Carolina,348,19558,Big South,87.0,Gardner-Webb,94,2022,regular,2021-11-27T19:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-6.5,146.0,-293.0,233.0,,,2021-11-27T19:00:00.000Z,Gardner-Webb,Western Carolina,94,348,-1.0,keep,none,,-2.0,2.0,Gardner-Webb,Western Carolina,94,348,False,2021-11-27T19:00:00.000Z,low,extreme_rating_context_conflict,-22.9202
SWAC,61.0,Alcorn State,7,19629,Horizon,57.0,Milwaukee,172,2022,regular,2021-11-28T19:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-0c42f68c.parquet,2026-01-30,consensus,-9.5,133.5,-527.0,388.0,,,2021-11-28T19:00:00.000Z,Milwaukee,Alcorn State,172,7,-1.0,keep,none,,-2.0,2.0,Milwaukee,Alcorn State,172,7,False,2021-11-28T19:00:00.000Z,low,extreme_rating_context_conflict,-14.224499999999999
Big South,83.0,Longwood,147,19710,Big East,91.0,Georgetown,97,2022,regular,2021-12-01T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-ae272f65.parquet,2026-01-30,consensus,-9.5,136.5,-425.0,322.0,,,2021-12-01T00:00:00.000Z,Georgetown,Longwood,97,147,-1.0,keep,none,,-2.0,2.0,Georgetown,Longwood,97,147,False,2021-12-01T00:00:00.000Z,low,extreme_rating_context_conflict,-12.988299999999999
NEC,63.0,Wagner,341,19749,Big East,85.0,Seton Hall,263,2022,regular,2021-12-02T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-ae272f65.parquet,2026-01-30,consensus,-18.0,136.0,-2252.0,1050.0,,,2021-12-02T00:00:00.000Z,Seton Hall,Wagner,263,341,-1.0,keep,none,,-2.0,2.0,Seton Hall,Wagner,263,341,False,2021-12-02T00:00:00.000Z,low,extreme_rating_context_conflict,-22.141700000000004
Big Sky,89.0,Southern Utah,276,19847,Big Sky,76.0,Eastern Washington,80,2022,regular,2021-12-03T02:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-ae272f65.parquet,2026-01-30,consensus,6.5,155.5,194.0,-243.0,,,2021-12-03T02:00:00.000Z,Eastern Washington,Southern Utah,80,276,1.0,keep,none,,2.0,2.0,Eastern Washington,Southern Utah,80,276,False,2021-12-03T02:00:00.000Z,low,extreme_rating_context_conflict,13.582699999999999
NEC,54.0,Wagner,341,20109,Big Ten,74.0,Penn State,226,2022,regular,2021-12-09T00:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-ae272f65.parquet,2026-01-30,consensus,-7.5,124.0,-333.0,258.0,,,2021-12-09T00:00:00.000Z,Penn State,Wagner,226,341,-1.0,keep,none,,-2.0,2.0,Penn State,Wagner,226,341,False,2021-12-09T00:00:00.000Z,low,extreme_rating_context_conflict,-23.0169
Mountain West,48.0,Air Force,2,20137,Big Sky,66.0,Montana,179,2022,regular,2021-12-09T02:00:00.000Z,bronze/lines/season=2022/asof=2026-01-30/part-ae272f65.parquet,2026-01-30,consensus,-7.5,122.5,-321.0,249.0,,,2021-12-09T02:00:00.000Z,Montana,Air Force,179,2,-1.0,keep,none,,-2.0,2.0,Montana,Air Force,179,2,False,2021-12-09T02:00:00.000Z,low,extreme_rating_context_conflict,-13.57
